player,pos,age,tm,g,mp,fg,fg%,3p,3p%,2p,2p%,efg%,ft,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,division
Justin Holiday,SG,33,DAL,2,25.0,3.5,0.583,3.5,0.636,0.0,0.0,0.875,0.0,0.7460646853146854,0.0,1.0,1.0,1.0,1.0,1.5,0.0,2.5,10.5,sudoeste
Richaun Holmes,C,29,SAC,34,8.9,1.4,0.681,0.1,0.75,1.3,0.677,0.703,0.4,0.824,0.7,1.4,2.1,0.1,0.1,0.3,0.4,1.3,3.3,pacifico
Al Horford,C,36,BOS,48,30.7,3.5,0.472,2.1,0.43,1.4,0.553,0.613,0.3,0.722,1.2,4.9,6.1,2.7,0.5,0.9,0.6,1.9,9.4,atlantico
Talen Horton-Tucker,SG,22,UTA,48,17.1,2.8,0.4,0.7,0.266,2.1,0.481,0.45,1.4,0.753,0.5,2.2,2.6,3.0,0.6,0.5,1.4,1.6,7.8,noroeste
Danuel House Jr.,SF,29,PHI,37,14.8,1.5,0.458,0.6,0.333,0.8,0.646,0.558,0.8,0.7,0.2,1.5,1.8,0.7,0.2,0.2,0.4,1.2,4.4,atlantico
Caleb Houstan,SF,20,ORL,34,16.1,1.5,0.41,1.0,0.388,0.5,0.459,0.545,0.3,0.846,0.7,1.5,2.2,0.5,0.2,0.1,0.4,1.4,4.2,sudeste
Trevor Hudgins,PG,23,HOU,5,5.6,0.4,0.222,0.4,0.25,0.0,0.0,0.333,0.6,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8,sudoeste
Kevin Huerter,SG,24,SAC,57,30.1,5.4,0.477,2.6,0.387,2.8,0.608,0.592,1.3,0.699,0.6,2.8,3.4,2.9,1.1,0.3,1.4,2.5,14.6,pacifico
De'Andre Hunter,SF,25,ATL,51,31.7,5.6,0.46,1.6,0.367,4.0,0.511,0.525,2.9,0.83,0.6,3.7,4.3,1.4,0.5,0.2,1.2,3.0,15.6,sudeste
Bones Hyland,PG,22,TOT,45,19.3,4.0,0.398,2.1,0.38,1.9,0.42,0.502,1.7,0.854,0.3,1.8,2.1,2.9,0.7,0.3,1.6,1.6,11.8,atlantico
Bones Hyland,PG,22,DEN,42,19.5,4.1,0.399,2.2,0.378,2.0,0.425,0.503,1.7,0.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,1.6,12.1,noroeste
Bones Hyland,PG,22,LAC,3,15.7,2.7,0.381,1.3,0.444,1.3,0.333,0.476,1.7,0.714,1.7,1.3,3.0,1.7,0.7,0.0,1.0,2.3,8.3,pacifico
Serge Ibaka,C,33,MIL,16,11.6,1.6,0.481,0.4,0.333,1.3,0.556,0.537,0.5,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,central
Andre Iguodala,SF,39,GSW,3,14.0,1.0,0.75,0.3,0.5,0.7,1.0,0.875,0.0,0.7460646853146854,0.3,2.0,2.3,1.7,0.3,0.3,1.7,1.7,2.3,pacifico
Joe Ingles,SF,35,MIL,27,22.6,2.1,0.381,1.4,0.336,0.6,0.548,0.514,0.4,0.8,0.3,2.6,2.9,3.0,0.6,0.1,1.1,1.7,6.0,central
Brandon Ingram,SF,25,NOP,27,32.7,8.2,0.459,1.7,0.405,6.5,0.474,0.505,4.9,0.879,0.4,4.6,5.0,4.7,0.7,0.4,3.3,2.6,22.9,sudoeste
Kyrie Irving,PG,30,TOT,46,36.9,9.9,0.489,3.3,0.378,6.6,0.571,0.569,4.0,0.897,1.0,4.1,5.1,5.4,1.0,0.8,2.3,2.8,27.0,atlantico
Kyrie Irving,PG,30,BRK,40,37.0,10.0,0.486,3.3,0.374,6.7,0.569,0.565,4.0,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,atlantico
Kyrie Irving,PG,30,DAL,6,36.8,9.3,0.509,3.3,0.408,6.0,0.59,0.6,4.2,1.0,1.5,3.7,5.2,6.5,1.0,0.5,2.3,3.2,26.2,sudoeste
Jonathan Isaac,PF,25,ORL,11,11.3,2.0,0.415,0.5,0.4,1.5,0.421,0.472,0.5,0.556,1.4,2.6,4.0,0.5,1.3,0.4,0.4,0.5,5.0,sudeste
Jaden Ivey,SG,20,DET,57,30.1,5.2,0.42,1.4,0.336,3.8,0.464,0.477,3.5,0.725,1.0,2.9,3.9,4.7,0.9,0.3,2.8,3.1,15.3,central
Isaiah Jackson,C,21,IND,45,15.3,2.6,0.573,0.0,0.167,2.6,0.598,0.578,1.5,0.648,1.4,2.5,3.9,0.9,0.4,1.5,0.9,2.2,6.8,central
Jaren Jackson Jr.,C,23,MEM,42,27.2,5.9,0.493,1.5,0.348,4.4,0.576,0.556,3.3,0.787,1.7,5.0,6.6,0.9,1.1,3.2,1.5,3.4,16.7,sudoeste
Justin Jackson,SF,27,BOS,23,4.7,0.3,0.259,0.2,0.25,0.1,0.286,0.352,0.0,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,atlantico
Quenton Jackson,PG,24,WAS,3,2.7,0.7,0.667,0.3,0.5,0.3,1.0,0.833,0.0,0.7460646853146854,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.7,sudeste
Reggie Jackson,PG,32,TOT,55,25.3,4.0,0.413,1.5,0.349,2.5,0.463,0.49,1.2,0.914,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.7,atlantico
Reggie Jackson,PG,32,LAC,52,25.7,4.1,0.418,1.5,0.35,2.6,0.469,0.493,1.2,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9,pacifico
Reggie Jackson,PG,32,DEN,3,18.7,2.3,0.304,1.7,0.333,0.7,0.25,0.413,1.0,0.75,0.3,1.7,2.0,3.0,0.7,0.3,0.7,2.0,7.3,noroeste
LeBron James,PF,38,LAL,47,36.1,11.3,0.501,2.1,0.308,9.2,0.587,0.549,4.8,0.759,1.2,7.2,8.4,6.9,0.9,0.6,3.1,1.7,29.5,pacifico
Ty Jerome,SG,25,GSW,39,18.4,2.9,0.509,0.8,0.41,2.1,0.563,0.582,0.9,0.919,0.2,1.5,1.7,2.9,0.5,0.1,0.7,1.5,7.4,pacifico
Isaiah Joe,SG,23,OKC,52,16.4,2.9,0.478,2.2,0.453,0.7,0.581,0.66,0.9,0.817,0.3,2.0,2.3,1.1,0.6,0.1,0.5,1.4,9.0,noroeste
Alize Johnson,PF,26,SAS,4,7.5,0.8,0.5,0.0,0.0,0.8,0.75,0.5,0.3,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,sudoeste
Cameron Johnson,PF,26,TOT,22,26.1,5.0,0.466,2.6,0.41,2.5,0.545,0.586,1.7,0.809,0.7,3.0,3.7,1.5,1.0,0.4,0.5,1.7,14.4,atlantico
Cameron Johnson,PF,26,PHO,17,25.2,4.8,0.474,2.6,0.455,2.2,0.5,0.604,1.6,0.818,0.8,3.0,3.8,1.5,0.9,0.4,0.6,1.7,13.9,pacifico
Cameron Johnson,PF,26,BRK,5,29.0,5.8,0.446,2.4,0.3,3.4,0.68,0.538,2.2,0.786,0.4,2.8,3.2,1.6,1.4,0.4,0.0,1.8,16.2,atlantico
Jalen Johnson,SF,21,ATL,57,14.3,2.0,0.479,0.4,0.284,1.6,0.579,0.527,0.7,0.661,0.7,3.1,3.8,0.9,0.5,0.5,0.5,1.4,5.2,sudeste
James Johnson,PF,35,IND,12,8.2,0.8,0.37,0.3,0.3,0.6,0.412,0.426,0.3,0.75,0.2,1.2,1.3,0.6,0.3,0.4,0.4,2.0,2.2,central
Keldon Johnson,SF,23,SAS,54,32.6,7.8,0.446,2.1,0.324,5.7,0.519,0.506,4.1,0.774,0.9,4.0,4.8,2.8,0.7,0.2,2.1,1.9,21.8,sudoeste
Keon Johnson,SG,20,POR,30,10.0,1.6,0.366,0.7,0.367,0.9,0.366,0.45,0.4,0.571,0.3,0.9,1.2,1.1,0.5,0.1,1.0,1.0,4.3,noroeste
Stanley Johnson,SF,26,SAS,30,15.6,2.2,0.533,0.6,0.45,1.6,0.573,0.607,0.9,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,sudoeste
Nikola JokiÄ‡,C,27,DEN,54,33.7,9.4,0.633,0.8,0.398,8.6,0.671,0.661,5.1,0.824,2.3,9.4,11.7,10.0,1.3,0.7,3.6,2.6,24.8,noroeste
Carlik Jones,PG,25,CHI,2,11.5,0.5,0.2,0.0,0.0,0.5,0.25,0.2,0.5,0.25,0.5,1.0,1.5,1.0,0.0,0.0,0.5,0.5,1.5,central
Damian Jones,C,27,TOT,24,8.2,1.0,0.561,0.0,0.0,1.0,0.605,0.561,0.7,0.727,0.8,1.8,2.6,0.2,0.1,0.6,0.4,0.9,2.6,atlantico
Damian Jones,C,27,LAL,22,8.0,0.9,0.541,0.0,0.0,0.9,0.588,0.541,0.7,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5,pacifico
Damian Jones,C,27,UTA,2,10.5,1.5,0.75,0.0,0.3302053872053872,1.5,0.75,0.75,0.5,0.5,1.0,2.5,3.5,0.5,0.0,1.0,0.5,2.0,3.5,noroeste
Derrick Jones Jr.,SF,25,CHI,48,14.7,1.8,0.506,0.4,0.327,1.5,0.588,0.557,1.1,0.794,1.0,1.5,2.5,0.6,0.5,0.6,0.4,1.4,5.2,central
Herbert Jones,SF,24,NOP,46,28.7,3.3,0.44,0.7,0.28,2.6,0.522,0.487,2.0,0.748,1.3,2.5,3.9,2.2,1.6,0.7,1.3,3.2,9.4,sudoeste
Kai Jones,C,22,CHO,29,8.9,1.1,0.533,0.1,0.273,1.0,0.592,0.558,0.3,0.714,0.7,1.2,1.9,0.2,0.3,0.4,0.3,1.1,2.7,sudeste
Tre Jones,PG,23,SAS,52,29.3,4.9,0.436,0.7,0.265,4.3,0.486,0.466,2.2,0.891,0.8,2.8,3.6,6.3,1.3,0.2,1.8,1.4,12.8,sudoeste
Tyus Jones,PG,26,MEM,59,22.9,3.7,0.432,1.5,0.377,2.2,0.478,0.518,1.0,0.806,0.4,1.8,2.2,4.6,1.0,0.1,0.9,0.4,9.8,sudoeste
DeAndre Jordan,C,34,DEN,34,14.6,2.2,0.771,0.0,1.0,2.1,0.768,0.776,0.5,0.439,1.2,3.7,4.9,0.9,0.2,0.6,1.2,1.9,4.9,noroeste
Cory Joseph,PG,31,DET,43,16.0,1.7,0.388,0.6,0.314,1.1,0.451,0.46,0.7,0.769,0.2,1.1,1.3,3.2,0.4,0.1,0.7,1.5,4.7,central
Nikola JoviÄ‡,PF,19,MIA,15,13.6,1.9,0.406,0.5,0.229,1.3,0.588,0.464,1.2,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,sudeste
Mfiondu Kabengele,PF,25,BOS,2,7.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.7460646853146854,1.5,1.0,2.5,0.0,0.0,0.0,0.5,1.5,1.0,atlantico
Frank Kaminsky,C,29,TOT,29,6.9,0.9,0.51,0.4,0.423,0.5,0.6,0.618,0.5,0.875,0.1,1.2,1.4,0.9,0.2,0.1,0.3,0.8,2.7,atlantico
Frank Kaminsky,C,29,ATL,26,6.8,1.0,0.568,0.4,0.478,0.5,0.667,0.693,0.4,0.833,0.1,1.3,1.4,0.8,0.2,0.0,0.3,0.8,2.7,sudeste
Frank Kaminsky,C,29,HOU,3,8.0,0.3,0.143,0.0,0.0,0.3,0.25,0.143,1.3,1.0,0.3,1.0,1.3,2.0,0.3,0.7,0.0,0.3,2.0,sudoeste
Trevor Keels,SG,19,NYK,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5301821138211382,0.0,0.0,0.7460646853146854,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,atlantico
Luke Kennard,SG,26,TOT,38,20.8,2.8,0.465,1.7,0.462,1.0,0.47,0.611,0.6,0.958,0.2,2.1,2.3,1.1,0.5,0.1,0.8,1.4,7.9,atlantico
Luke Kennard,SG,26,LAC,35,20.7,2.8,0.464,1.7,0.447,1.1,0.494,0.604,0.5,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,pacifico
Luke Kennard,SG,26,MEM,3,22.3,2.3,0.467,2.3,0.636,0.0,0.0,0.7,1.3,1.0,0.3,1.3,1.7,1.7,0.0,0.0,0.0,2.0,8.3,sudoeste
Walker Kessler,C,21,UTA,59,21.6,3.6,0.712,0.0,1.0,3.5,0.711,0.714,1.1,0.534,2.9,5.0,7.9,0.8,0.4,2.2,0.8,2.2,8.2,noroeste
Braxton Key,SF,25,DET,3,3.0,0.3,1.0,0.0,0.3302053872053872,0.3,1.0,1.0,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,central
Corey Kispert,SF,23,WAS,52,27.0,3.3,0.476,1.8,0.408,1.4,0.607,0.61,1.0,0.864,0.4,2.3,2.7,1.2,0.6,0.1,0.8,1.3,9.3,sudeste
Maxi Kleber,C,31,DAL,22,25.6,2.3,0.49,1.1,0.369,1.2,0.692,0.606,0.5,0.786,0.9,2.7,3.5,1.0,0.3,1.0,0.6,2.2,6.2,sudoeste
Nathan Knight,PF,25,MIN,34,8.1,1.3,0.573,0.2,0.381,1.0,0.648,0.627,1.1,0.679,0.6,0.9,1.5,0.4,0.3,0.2,0.6,1.1,3.8,noroeste
Kevin Knox,PF-SF,23,TOT,46,13.3,1.8,0.464,0.9,0.361,0.9,0.656,0.582,0.6,0.8,0.5,2.0,2.4,0.3,0.3,0.3,0.7,1.7,5.2,atlantico
Kevin Knox,PF,23,DET,42,14.1,2.0,0.469,1.0,0.371,1.0,0.651,0.589,0.6,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,central
Kevin Knox,SF,23,POR,4,5.0,0.3,0.25,0.0,0.0,0.3,1.0,0.25,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.3,1.0,noroeste
Christian Koloko,C,22,TOR,46,14.4,1.3,0.484,0.0,0.111,1.3,0.513,0.488,0.8,0.66,1.5,1.7,3.2,0.5,0.3,1.0,0.4,2.4,3.4,atlantico
John Konchar,SG,26,MEM,51,22.1,2.2,0.439,1.0,0.366,1.2,0.531,0.541,0.5,0.852,0.9,3.8,4.7,1.4,1.0,0.3,0.6,1.5,5.9,sudoeste
Furkan Korkmaz,SG,25,PHI,25,10.2,1.3,0.41,0.5,0.343,0.8,0.465,0.487,0.8,0.655,0.2,0.9,1.2,0.7,0.2,0.1,0.6,0.4,3.8,atlantico
Luke Kornet,C,27,BOS,53,11.6,1.6,0.697,0.1,0.333,1.5,0.726,0.709,0.5,0.853,1.2,1.6,2.8,0.7,0.2,0.8,0.4,1.3,3.8,atlantico
Vit Krejci,PG,22,ATL,22,5.5,0.5,0.379,0.2,0.278,0.3,0.545,0.466,0.0,0.5,0.1,0.5,0.6,0.5,0.1,0.0,0.2,0.5,1.3,sudeste
Jonathan Kuminga,PF,20,GSW,49,19.7,3.3,0.485,0.7,0.327,2.6,0.557,0.536,1.3,0.66,0.9,2.2,3.1,1.9,0.5,0.4,1.5,2.3,8.5,pacifico
Kyle Kuzma,PF,27,WAS,55,35.1,8.0,0.447,2.5,0.331,5.5,0.534,0.518,2.6,0.717,0.9,6.5,7.5,3.9,0.5,0.5,3.0,2.4,21.2,sudeste
Anthony Lamb,SF,25,GSW,46,19.7,2.5,0.494,1.3,0.387,1.2,0.695,0.62,0.7,0.721,0.9,2.5,3.4,1.7,0.5,0.3,1.0,2.4,7.1,pacifico
Jock Landale,C,27,PHO,53,14.2,2.5,0.508,0.3,0.234,2.1,0.626,0.543,1.3,0.775,1.8,2.4,4.1,0.9,0.3,0.5,0.9,1.8,6.5,pacifico
Romeo Langford,SG,23,SAS,32,20.2,3.1,0.49,0.4,0.283,2.7,0.551,0.522,0.8,0.649,1.4,1.4,2.9,1.3,0.5,0.3,0.7,1.7,7.4,sudoeste
Jake LaRavia,PF,21,MEM,31,12.5,1.1,0.391,0.7,0.333,0.4,0.542,0.511,0.2,0.778,0.5,1.4,1.9,0.7,0.4,0.1,0.6,1.5,3.1,sudoeste
Zach LaVine,SG,27,CHI,57,35.8,8.4,0.472,2.7,0.374,5.7,0.54,0.549,4.6,0.84,0.5,4.3,4.8,4.0,0.9,0.2,2.6,2.3,24.2,central
A.J. Lawson,SG,22,TOT,13,4.8,1.0,0.5,0.5,0.438,0.5,0.6,0.635,0.1,0.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.6,atlantico
A.J. Lawson,SG,22,MIN,1,2.0,1.0,1.0,0.0,0.3302053872053872,1.0,1.0,1.0,0.0,0.7460646853146854,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,noroeste
A.J. Lawson,SG,22,DAL,12,5.1,1.0,0.48,0.6,0.438,0.4,0.556,0.62,0.1,0.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.7,sudoeste
Damion Lee,SG,30,PHO,62,21.8,2.8,0.438,1.6,0.438,1.2,0.437,0.561,1.5,0.909,0.5,2.7,3.2,1.5,0.5,0.1,1.1,1.6,8.7,pacifico
Saben Lee,PG,23,TOT,20,14.7,1.9,0.44,0.4,0.368,1.5,0.462,0.482,1.7,0.756,0.5,1.3,1.8,2.7,0.8,0.1,1.2,1.4,5.8,atlantico
Saben Lee,PG,23,PHI,2,5.0,1.5,0.75,0.0,0.0,1.5,1.0,0.75,0.0,0.7460646853146854,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0,atlantico
Saben Lee,PG,23,PHO,18,15.8,1.9,0.425,0.4,0.389,1.5,0.435,0.469,1.9,0.756,0.6,1.4,2.0,2.9,0.8,0.1,1.1,1.4,6.1,pacifico
Alex Len,C,29,SAC,14,3.4,0.4,0.5,0.0,0.0,0.4,0.556,0.5,0.2,0.75,0.3,0.8,1.1,0.4,0.0,0.0,0.4,0.7,0.9,pacifico
Kawhi Leonard,SF,31,LAC,36,32.9,8.4,0.51,1.8,0.405,6.6,0.55,0.566,4.4,0.869,1.2,5.0,6.1,4.0,1.4,0.6,1.5,1.6,23.0,pacifico
Meyers Leonard,C,30,MIL,2,10.0,1.0,0.4,1.0,0.5,0.0,0.0,0.6,1.0,1.0,1.0,2.0,3.0,0.0,0.5,0.0,0.5,1.5,4.0,central
Caris LeVert,SG,28,CLE,58,30.0,4.2,0.411,1.5,0.36,2.7,0.446,0.485,1.8,0.72,0.7,3.2,3.9,4.0,0.8,0.2,1.6,2.2,11.6,central
Kira Lewis Jr.,PG,21,NOP,15,10.6,2.0,0.492,0.7,0.455,1.3,0.513,0.574,0.9,0.933,0.3,1.7,1.9,1.0,0.3,0.1,0.5,1.1,5.6,sudoeste
Damian Lillard,PG,32,POR,47,36.3,9.7,0.472,4.3,0.381,5.4,0.583,0.577,8.5,0.919,0.6,3.7,4.3,7.2,0.8,0.3,3.2,1.9,32.3,noroeste
Nassir Little,SF,22,POR,39,17.3,2.4,0.48,1.2,0.426,1.2,0.545,0.597,0.6,0.657,0.5,2.2,2.6,1.0,0.4,0.4,0.5,1.1,6.6,noroeste
Isaiah Livers,PF,24,DET,40,21.0,1.9,0.407,1.3,0.369,0.6,0.537,0.549,0.6,0.786,0.5,1.8,2.3,0.6,0.5,0.6,0.6,1.9,5.6,central
Kenneth Lofton Jr.,PF,20,MEM,9,3.9,0.9,0.4,0.0,0.0,0.9,0.5,0.4,0.3,0.6,0.1,0.4,0.6,0.6,0.1,0.0,0.2,0.6,2.1,sudoeste
Kevon Looney,C,26,GSW,61,23.5,2.9,0.659,0.0,0.3302053872053872,2.9,0.659,0.659,1.1,0.607,3.1,6.0,9.1,2.5,0.5,0.6,0.5,2.9,6.9,pacifico
Brook Lopez,C,34,MIL,59,30.4,5.6,0.509,1.8,0.372,3.8,0.619,0.592,1.7,0.766,2.0,4.7,6.6,1.2,0.5,2.4,1.4,2.5,14.7,central
Robin Lopez,C,34,CLE,32,7.7,1.2,0.655,0.1,0.667,1.1,0.655,0.672,0.4,0.75,0.6,0.7,1.3,0.4,0.0,0.1,0.7,1.0,2.8,central
Kevin Love,PF,34,TOT,44,20.2,2.7,0.383,1.7,0.346,1.0,0.468,0.503,1.3,0.892,1.0,5.9,7.0,1.9,0.2,0.2,1.1,1.6,8.4,atlantico
Kevin Love,PF,34,CLE,41,20.0,2.7,0.389,1.7,0.354,1.0,0.467,0.511,1.4,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,central
Kevin Love,PF,34,MIA,3,23.0,2.3,0.304,1.7,0.263,0.7,0.5,0.413,0.7,1.0,1.0,7.7,8.7,2.7,0.7,0.7,0.3,2.0,7.0,sudeste
Kyle Lowry,PG,36,MIA,44,33.3,3.8,0.396,2.0,0.333,1.8,0.503,0.501,2.3,0.855,0.9,3.5,4.3,5.3,1.1,0.4,2.0,2.8,12.0,sudeste
Trey Lyles,PF,27,SAC,54,16.2,2.5,0.476,1.1,0.368,1.4,0.618,0.58,1.3,0.812,0.9,2.7,3.6,0.9,0.4,0.4,0.8,1.2,7.4,pacifico
ThÃ©o Maledon,PG,21,CHO,36,16.1,1.8,0.414,0.6,0.333,1.2,0.468,0.481,1.4,0.875,0.3,2.1,2.4,2.4,0.8,0.2,1.0,1.0,5.6,sudeste
Sandro Mamukelashvili,C,23,MIL,24,9.0,0.8,0.328,0.3,0.219,0.5,0.462,0.388,0.5,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4,central
Terance Mann,SG,26,LAC,62,23.5,3.5,0.525,1.0,0.392,2.6,0.602,0.597,1.1,0.775,1.0,2.8,3.7,2.2,0.5,0.3,0.9,1.9,9.2,pacifico
Tre Mann,PG,21,OKC,54,18.2,3.0,0.389,1.3,0.309,1.8,0.477,0.47,0.5,0.7,0.4,1.9,2.3,1.6,0.6,0.2,0.9,1.5,7.9,noroeste
Boban MarjanoviÄ‡,C,34,HOU,20,4.5,1.3,0.676,0.0,0.0,1.3,0.694,0.676,0.8,0.762,0.6,1.1,1.6,0.2,0.1,0.1,0.3,0.2,3.3,sudoeste
Lauri Markkanen,SF,25,UTA,56,34.4,8.5,0.513,3.0,0.408,5.5,0.599,0.605,5.1,0.883,1.8,6.7,8.5,1.8,0.6,0.6,1.9,2.1,25.2,noroeste
Naji Marshall,SF,25,NOP,57,24.6,3.3,0.428,1.0,0.311,2.4,0.506,0.49,1.8,0.778,0.7,3.0,3.7,2.5,0.8,0.2,1.2,1.5,9.5,sudoeste
Caleb Martin,PF,27,MIA,52,30.1,3.8,0.453,1.3,0.362,2.4,0.525,0.533,1.3,0.774,1.3,3.8,5.2,1.6,1.0,0.4,1.1,2.1,10.1,sudeste
Cody Martin,SF,27,CHO,7,19.1,2.0,0.389,0.4,0.214,1.6,0.5,0.431,0.6,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,sudeste
Kenyon Martin Jr.,SF,22,HOU,60,26.6,4.6,0.559,0.9,0.319,3.8,0.674,0.611,1.7,0.658,1.5,4.1,5.6,1.6,0.5,0.4,1.2,1.8,11.8,sudoeste
Tyrese Martin,SG,23,ATL,13,3.5,0.5,0.375,0.1,0.2,0.4,0.455,0.406,0.2,1.0,0.2,0.3,0.5,0.0,0.1,0.0,0.1,0.2,1.2,sudeste
Garrison Mathews,SG,26,TOT,47,12.9,1.3,0.357,1.1,0.346,0.1,0.467,0.515,0.9,0.911,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.2,4.6,atlantico
Garrison Mathews,SG,26,HOU,45,13.4,1.3,0.353,1.2,0.342,0.2,0.467,0.509,0.9,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8,sudoeste
Garrison Mathews,SG,26,ATL,2,3.0,0.5,1.0,0.5,1.0,0.0,0.5301821138211382,1.5,0.0,0.7460646853146854,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,sudeste
Bennedict Mathurin,SF,20,IND,62,28.3,5.5,0.43,1.4,0.325,4.1,0.485,0.485,4.9,0.828,1.1,3.0,4.1,1.5,0.6,0.1,1.8,2.1,17.3,central
Wesley Matthews,SG,36,MIL,39,15.6,1.0,0.331,0.8,0.326,0.2,0.348,0.462,0.4,0.85,0.8,1.5,2.2,0.5,0.4,0.3,0.4,1.4,3.2,central
Tyrese Maxey,SG,22,PHI,41,32.5,7.0,0.452,2.3,0.384,4.8,0.494,0.525,3.1,0.811,0.4,2.3,2.8,3.5,0.8,0.1,1.4,2.2,19.5,atlantico
Miles McBride,PG,22,NYK,49,12.2,1.1,0.335,0.6,0.286,0.5,0.424,0.427,0.4,0.688,0.2,0.7,0.9,1.1,0.5,0.0,0.4,0.9,3.3,atlantico
CJ McCollum,SG,31,NOP,55,35.0,7.9,0.434,2.8,0.377,5.1,0.474,0.511,2.4,0.788,0.8,3.5,4.3,5.9,0.9,0.6,2.6,2.0,21.0,sudoeste
T.J. McConnell,PG,30,IND,59,19.5,3.3,0.523,0.3,0.419,3.0,0.536,0.547,0.7,0.854,0.6,2.4,2.9,5.0,1.0,0.1,1.8,1.3,7.6,central
