player,pos,age,tm,g,mp,fg,fg%,3p,3p%,2p,2p%,efg%,ft,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,division
Jaden McDaniels,PF,22,MIN,60,30.6,4.5,0.516,1.3,0.385,3.2,0.596,0.589,1.2,0.733,1.3,2.6,3.9,2.0,1.0,1.0,1.4,3.5,11.4,noroeste
Jalen McDaniels,SF,25,TOT,62,25.6,3.7,0.448,1.1,0.325,2.6,0.529,0.513,1.5,0.829,0.8,3.9,4.7,1.9,1.1,0.5,1.3,2.8,10.0,atlantico
Jalen McDaniels,SF,25,CHO,56,26.7,3.9,0.447,1.2,0.322,2.8,0.534,0.513,1.6,0.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6,sudeste
Jalen McDaniels,SF,25,PHI,6,16.0,1.7,0.455,0.3,0.5,1.3,0.444,0.5,0.7,0.571,1.3,2.3,3.7,1.0,0.5,0.0,0.2,2.2,4.3,atlantico
Doug McDermott,SF,31,SAS,53,20.5,3.6,0.459,1.8,0.409,1.8,0.525,0.574,0.7,0.745,0.3,1.8,2.2,1.5,0.2,0.1,0.9,1.8,9.8,sudoeste
JaVale McGee,C,35,DAL,36,8.1,1.8,0.604,0.0,0.25,1.8,0.618,0.608,0.5,0.563,0.8,1.8,2.6,0.3,0.1,0.6,0.9,1.2,4.1,sudoeste
Bryce McGowens,SG,20,CHO,27,14.3,1.3,0.379,0.4,0.364,0.9,0.387,0.442,0.8,0.786,0.3,1.3,1.7,1.0,0.3,0.1,0.6,0.8,3.9,sudeste
Rodney McGruder,SG,31,DET,22,11.3,1.0,0.365,0.8,0.378,0.3,0.333,0.5,0.4,0.692,0.5,0.9,1.4,0.7,0.3,0.0,0.3,0.7,3.3,central
Jordan McLaughlin,PG,26,MIN,26,15.2,1.3,0.412,0.4,0.227,1.0,0.61,0.471,0.3,0.9,0.5,1.1,1.6,3.1,0.8,0.1,0.8,0.5,3.4,noroeste
De'Anthony Melton,PG,24,PHI,57,28.2,3.7,0.424,2.1,0.398,1.6,0.464,0.545,0.8,0.783,0.9,3.1,4.1,2.6,1.6,0.5,1.4,2.5,10.4,atlantico
Chimezie Metu,C,25,SAC,47,11.1,2.1,0.609,0.2,0.258,1.9,0.692,0.634,0.7,0.78,0.8,2.4,3.2,0.7,0.3,0.3,0.6,1.4,5.0,pacifico
Khris Middleton,SF,31,MIL,19,21.4,4.8,0.417,1.4,0.289,3.4,0.508,0.477,2.4,0.92,0.7,3.4,4.2,4.1,0.6,0.2,2.1,2.2,13.4,central
Patty Mills,PG,34,BRK,36,13.3,2.0,0.412,1.2,0.368,0.9,0.492,0.531,0.5,0.905,0.2,0.8,1.0,1.3,0.4,0.1,0.6,0.8,5.8,atlantico
Shake Milton,SG,26,PHI,56,20.7,3.3,0.493,0.7,0.383,2.6,0.537,0.547,1.4,0.846,0.5,2.1,2.6,2.9,0.3,0.2,1.3,1.6,8.8,atlantico
Josh Minott,SF,20,MIN,11,6.2,1.3,0.519,0.1,0.25,1.2,0.565,0.537,0.5,1.0,0.5,1.5,2.0,0.3,0.3,0.5,0.0,0.6,3.2,noroeste
Davion Mitchell,PG,24,SAC,59,17.8,2.2,0.447,0.8,0.326,1.4,0.556,0.524,0.3,0.8,0.2,1.1,1.3,2.2,0.5,0.2,0.8,1.4,5.5,pacifico
Donovan Mitchell,SG,26,CLE,53,35.4,9.5,0.479,3.7,0.389,5.8,0.561,0.571,4.5,0.876,0.9,3.1,4.0,4.8,1.5,0.4,2.7,2.4,27.2,central
Evan Mobley,PF,21,CLE,62,34.1,6.5,0.552,0.3,0.22,6.3,0.594,0.565,2.6,0.696,2.3,6.5,8.8,2.7,0.8,1.3,2.0,2.9,16.0,central
Isaiah Mobley,PF,23,CLE,9,2.9,0.4,0.5,0.1,0.5,0.3,0.5,0.563,0.0,0.7460646853146854,0.1,1.1,1.2,0.0,0.1,0.0,0.0,0.2,1.0,central
Chima Moneke,SF,27,SAC,2,4.0,0.5,0.5,0.0,0.3302053872053872,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,pacifico
Malik Monk,SG,24,SAC,57,22.8,4.9,0.455,1.8,0.344,3.1,0.558,0.537,2.4,0.901,0.5,2.1,2.6,3.8,0.6,0.2,2.0,1.6,14.0,pacifico
Moses Moody,SG,20,GSW,47,13.9,1.7,0.434,0.8,0.333,0.9,0.603,0.538,0.7,0.727,0.4,1.2,1.6,0.9,0.3,0.1,0.6,0.8,4.9,pacifico
Wendell Moore Jr.,SG,21,MIN,24,5.8,0.6,0.405,0.1,0.125,0.5,0.619,0.432,0.2,0.8,0.1,0.6,0.7,0.7,0.3,0.2,0.3,0.5,1.5,noroeste
Ja Morant,PG,23,MEM,50,32.6,9.6,0.463,1.6,0.317,7.9,0.512,0.502,6.2,0.741,1.1,4.8,5.9,8.1,1.1,0.3,3.5,1.7,27.0,sudoeste
Marcus Morris,PF,33,LAC,55,28.7,4.5,0.432,1.9,0.375,2.6,0.485,0.522,1.2,0.78,0.4,3.7,4.1,1.8,0.6,0.4,0.9,2.2,12.2,pacifico
Markieff Morris,PF,33,TOT,28,10.5,1.2,0.405,0.8,0.412,0.5,0.394,0.53,0.4,1.0,0.5,1.6,2.1,0.9,0.3,0.2,0.5,1.3,3.5,atlantico
Markieff Morris,PF,33,BRK,27,10.6,1.2,0.402,0.7,0.408,0.5,0.394,0.524,0.4,1.0,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,atlantico
Markieff Morris,PF,33,DAL,1,9.0,1.0,0.5,1.0,0.5,0.0,0.5301821138211382,0.75,0.0,0.7460646853146854,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,sudoeste
Monte Morris,PG,27,WAS,51,28.1,4.0,0.483,1.4,0.406,2.6,0.536,0.565,1.1,0.806,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.4,10.4,sudeste
Trey Murphy III,SF,22,NOP,59,29.1,4.4,0.475,2.1,0.389,2.2,0.603,0.591,1.8,0.908,0.8,2.8,3.6,1.3,1.0,0.5,0.8,2.0,12.7,sudoeste
Dejounte Murray,SG,26,ATL,56,36.4,8.4,0.467,2.1,0.367,6.4,0.512,0.524,2.0,0.837,0.7,4.8,5.5,6.1,1.5,0.3,2.3,1.4,20.9,sudeste
Jamal Murray,PG,25,DEN,48,32.6,7.3,0.451,2.4,0.384,4.8,0.494,0.526,3.0,0.827,0.8,3.3,4.1,6.0,1.0,0.2,2.1,1.4,19.9,noroeste
Keegan Murray,SF,22,SAC,58,29.7,4.3,0.447,2.5,0.414,1.8,0.502,0.576,0.9,0.8,1.1,3.4,4.6,1.1,0.8,0.6,0.8,1.9,12.0,pacifico
Mike Muscala,C,31,TOT,47,15.1,2.2,0.445,1.4,0.395,0.8,0.565,0.585,0.7,0.78,0.5,2.7,3.2,0.9,0.3,0.4,0.3,1.7,6.6,atlantico
Mike Muscala,C,31,OKC,43,14.5,2.1,0.438,1.3,0.394,0.8,0.541,0.576,0.7,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2,noroeste
Mike Muscala,C,31,BOS,4,22.0,4.0,0.485,2.5,0.4,1.5,0.75,0.636,0.3,0.5,0.3,3.5,3.8,0.5,0.3,0.5,0.5,2.0,10.8,atlantico
Svi Mykhailiuk,SF,25,TOT,15,4.7,0.7,0.44,0.5,0.5,0.2,0.333,0.6,0.2,0.5,0.1,0.5,0.6,0.1,0.1,0.0,0.3,0.2,2.2,atlantico
Svi Mykhailiuk,SF,25,NYK,13,3.1,0.5,0.5,0.5,0.6,0.0,0.0,0.75,0.2,0.6,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6,atlantico
Svi Mykhailiuk,SF,25,CHO,2,15.5,2.5,0.385,1.0,0.333,1.5,0.429,0.462,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,6.0,sudeste
Larry Nance Jr.,PF,30,NOP,50,22.3,3.2,0.616,0.3,0.342,3.0,0.662,0.641,1.0,0.676,1.8,4.1,5.9,1.9,0.9,0.7,0.7,2.1,7.7,sudoeste
Andrew Nembhard,SG,23,IND,55,26.9,3.2,0.422,1.2,0.34,2.0,0.493,0.501,0.5,0.867,0.5,2.2,2.7,4.1,1.0,0.2,1.7,2.6,8.1,central
Aaron Nesmith,SF,23,IND,55,24.6,3.3,0.416,1.5,0.349,1.9,0.49,0.508,1.6,0.87,0.8,2.9,3.8,1.2,0.8,0.4,0.9,3.4,9.7,central
Raul Neto,PG,30,CLE,41,10.2,1.1,0.517,0.3,0.333,0.8,0.642,0.584,0.6,0.92,0.2,0.8,1.0,1.4,0.4,0.1,0.3,0.9,3.1,central
Georges Niang,PF,29,PHI,58,19.4,3.0,0.442,2.1,0.401,0.9,0.578,0.596,0.5,0.875,0.3,2.1,2.4,1.1,0.4,0.2,0.7,1.9,8.5,atlantico
Daishen Nix,PG,20,HOU,43,16.0,1.4,0.349,0.8,0.315,0.6,0.406,0.448,0.5,0.71,0.3,1.4,1.7,2.5,0.7,0.1,1.4,1.0,4.1,sudoeste
Zeke Nnaji,PF,22,DEN,44,13.3,2.0,0.572,0.3,0.289,1.7,0.692,0.615,0.8,0.667,1.3,1.0,2.3,0.3,0.3,0.4,0.5,1.8,5.1,noroeste
Nerlens Noel,C,28,DET,14,10.9,0.9,0.4,0.1,0.5,0.8,0.393,0.417,0.5,0.7,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3,central
Jaylen Nowell,SG,23,MIN,62,19.5,4.3,0.446,1.1,0.293,3.2,0.537,0.501,1.2,0.784,0.5,2.1,2.6,2.0,0.6,0.1,1.0,1.5,10.9,noroeste
Frank Ntilikina,PG,24,DAL,38,12.2,0.9,0.347,0.3,0.208,0.6,0.511,0.403,0.4,0.636,0.2,1.2,1.3,1.2,0.3,0.1,0.7,1.3,2.4,sudoeste
Kendrick Nunn,SG-PG,27,TOT,52,14.5,2.7,0.42,1.1,0.337,1.7,0.5,0.503,0.5,0.839,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.0,atlantico
Kendrick Nunn,SG,27,LAL,39,13.5,2.6,0.406,1.1,0.325,1.6,0.488,0.488,0.4,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,pacifico
Kendrick Nunn,PG,27,WAS,13,17.5,3.1,0.46,1.2,0.375,1.9,0.532,0.546,0.7,0.9,0.5,1.5,2.0,2.5,0.6,0.0,1.2,1.1,8.0,sudeste
Jusuf NurkiÄ‡,C,28,POR,45,27.3,5.2,0.524,0.9,0.39,4.3,0.563,0.568,2.6,0.686,2.3,7.2,9.4,2.9,0.9,0.9,2.4,3.6,13.8,noroeste
Jordan Nwora,SF,24,TOT,42,15.8,2.1,0.39,1.0,0.379,1.1,0.402,0.487,0.9,0.826,0.7,2.4,3.2,1.1,0.4,0.2,0.9,0.9,6.2,atlantico
Jordan Nwora,SF,24,MIL,38,15.7,2.0,0.386,1.1,0.392,0.9,0.379,0.487,1.0,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0,central
Jordan Nwora,SF,24,IND,4,16.5,3.3,0.419,1.0,0.286,2.3,0.529,0.484,0.3,0.333,0.5,3.5,4.0,2.3,0.8,0.0,0.8,0.5,7.8,central
Royce O'Neale,SF,29,BRK,57,33.0,3.1,0.395,2.2,0.402,0.9,0.38,0.535,0.6,0.739,0.6,4.1,4.7,3.8,0.8,0.7,1.6,3.1,9.1,atlantico
Chuma Okeke,SF,24,ORL,19,21.3,1.7,0.364,0.9,0.295,0.7,0.519,0.466,0.8,0.762,1.1,3.0,4.1,1.4,0.6,0.5,0.5,1.8,5.2,sudeste
Josh Okogie,SG,24,PHO,52,15.6,2.1,0.424,0.8,0.345,1.4,0.486,0.5,1.5,0.699,1.5,1.8,3.3,1.2,0.7,0.4,0.9,1.5,6.6,pacifico
Onyeka Okongwu,C,22,ATL,59,24.1,3.9,0.635,0.0,0.2,3.9,0.641,0.636,1.5,0.746,2.6,4.7,7.4,1.0,0.7,1.3,1.0,3.3,9.4,sudeste
Isaac Okoro,SF,22,CLE,64,21.2,2.3,0.491,0.8,0.355,1.5,0.618,0.577,1.0,0.736,0.7,1.9,2.6,1.1,0.7,0.4,0.6,1.9,6.3,central
KZ Okpala,PF,23,SAC,35,7.1,0.5,0.421,0.2,0.333,0.3,0.529,0.513,0.2,0.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3,pacifico
Victor Oladipo,SG,30,MIA,29,27.6,3.8,0.396,1.4,0.292,2.4,0.496,0.468,1.5,0.754,0.4,2.9,3.3,3.7,1.6,0.2,1.9,2.4,10.4,sudeste
Kelly Olynyk,C,31,UTA,50,28.2,4.0,0.495,1.5,0.41,2.6,0.561,0.585,2.6,0.842,1.3,4.1,5.4,3.3,1.0,0.6,2.2,3.8,12.1,noroeste
Eugene Omoruyi,SF,25,OKC,23,11.8,1.9,0.468,0.3,0.258,1.6,0.571,0.511,0.7,0.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9,noroeste
Cedi Osman,SF,27,CLE,60,21.0,3.3,0.453,1.4,0.348,1.8,0.591,0.552,1.0,0.659,0.3,2.0,2.3,1.6,0.5,0.1,0.7,1.6,8.9,central
Kelly Oubre Jr.,SF,27,CHO,38,31.9,7.3,0.423,2.2,0.31,5.1,0.504,0.488,2.9,0.73,1.4,3.7,5.1,1.1,1.5,0.3,1.3,3.0,19.7,sudeste
Chris Paul,PG,37,PHO,41,32.1,4.8,0.429,1.6,0.376,3.3,0.459,0.498,2.6,0.817,0.4,3.8,4.2,8.9,1.5,0.4,2.1,2.2,13.8,pacifico
Cameron Payne,PG,28,PHO,30,23.2,4.4,0.41,1.7,0.381,2.7,0.432,0.489,1.3,0.736,0.3,2.0,2.4,4.9,0.9,0.2,2.0,2.1,11.9,pacifico
Gary Payton II,PG,30,POR,15,17.0,1.6,0.585,0.6,0.529,1.0,0.625,0.695,0.3,1.0,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1,noroeste
Theo Pinson,SG,27,DAL,33,7.2,0.6,0.339,0.5,0.357,0.2,0.294,0.466,0.3,0.818,0.2,0.9,1.2,0.9,0.1,0.0,0.3,0.7,1.9,sudoeste
Scotty Pippen Jr.,PG,22,LAL,6,5.3,0.7,0.333,0.2,0.333,0.5,0.333,0.375,0.8,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,pacifico
Mason Plumlee,C,32,TOT,60,28.1,4.6,0.677,0.0,0.3302053872053872,4.6,0.677,0.677,2.8,0.615,3.2,6.3,9.5,3.6,0.6,0.6,1.5,2.9,11.9,atlantico
Mason Plumlee,C,32,CHO,56,28.5,4.7,0.669,0.0,0.3302053872053872,4.7,0.669,0.669,2.8,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,sudeste
Mason Plumlee,C,32,LAC,4,21.8,2.5,1.0,0.0,0.3302053872053872,2.5,1.0,1.0,2.8,0.786,1.5,6.3,7.8,2.8,0.8,0.8,1.3,3.0,7.8,pacifico
Jakob Poeltl,C,27,TOT,52,26.2,5.3,0.632,0.0,0.0,5.3,0.633,0.632,1.7,0.586,3.3,5.8,9.1,3.0,0.9,1.2,1.9,2.7,12.3,atlantico
Jakob Poeltl,C,27,SAS,46,26.1,5.2,0.616,0.0,0.0,5.2,0.618,0.616,1.7,0.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1,sudoeste
Jakob Poeltl,C,27,TOR,6,27.2,6.2,0.755,0.0,0.3302053872053872,6.2,0.755,0.755,1.8,0.478,3.5,6.3,9.8,2.3,1.7,2.0,0.8,3.7,14.2,atlantico
Aleksej Pokusevski,PF,21,OKC,31,21.8,3.5,0.44,1.2,0.376,2.2,0.486,0.519,0.7,0.636,1.5,3.6,5.1,2.0,0.6,1.3,1.3,1.8,8.8,noroeste
Jordan Poole,PG,23,GSW,61,30.7,7.0,0.432,2.6,0.33,4.4,0.532,0.514,4.1,0.862,0.4,2.4,2.8,4.6,0.8,0.2,3.3,2.7,20.7,pacifico
Kevin Porter Jr.,PG,22,HOU,40,34.0,6.7,0.437,2.2,0.346,4.5,0.501,0.509,3.5,0.766,1.4,4.1,5.5,5.6,1.3,0.4,3.6,2.7,19.2,sudoeste
Michael Porter Jr.,SF,24,DEN,45,29.3,6.3,0.48,3.0,0.409,3.3,0.569,0.594,1.5,0.8,0.9,4.5,5.4,1.0,0.6,0.5,1.1,2.2,17.0,noroeste
Otto Porter Jr.,SF,29,TOR,8,18.3,1.9,0.5,0.8,0.353,1.1,0.692,0.6,1.0,1.0,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,atlantico
Bobby Portis,PF,27,MIL,49,26.6,5.9,0.501,1.2,0.339,4.7,0.57,0.552,1.3,0.844,2.6,7.4,10.0,1.8,0.4,0.2,1.2,1.7,14.4,central
Kristaps PorziÅ†Ä£is,C,27,WAS,51,32.6,7.4,0.487,2.1,0.376,5.3,0.549,0.555,5.9,0.846,1.9,6.7,8.6,2.5,0.9,1.5,2.2,3.1,22.8,sudeste
Micah Potter,PF,24,UTA,3,4.7,0.7,1.0,0.0,0.3302053872053872,0.7,1.0,1.0,0.0,0.7460646853146854,0.3,0.7,1.0,0.7,0.0,0.0,0.0,0.7,1.3,noroeste
Dwight Powell,C,31,DAL,57,19.9,2.6,0.725,0.0,0.0,2.6,0.736,0.725,1.6,0.691,2.1,2.3,4.4,0.8,0.7,0.4,0.9,2.9,6.8,sudoeste
Norman Powell,SG,29,LAC,52,25.9,5.7,0.484,2.1,0.423,3.6,0.528,0.572,3.6,0.804,0.4,2.6,3.0,1.8,0.8,0.3,1.7,2.0,17.0,pacifico
Jason Preston,PG,23,LAC,13,9.4,1.4,0.439,0.4,0.278,1.0,0.565,0.5,0.0,0.0,0.2,1.5,1.7,2.1,0.2,0.0,0.8,0.5,3.2,pacifico
Joshua Primo,SG,20,SAS,4,23.3,2.3,0.346,0.8,0.25,1.5,0.429,0.404,1.8,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,sudoeste
Taurean Prince,SF,28,MIN,37,21.3,3.2,0.496,1.4,0.397,1.8,0.609,0.602,0.8,0.833,0.3,2.1,2.4,1.6,0.5,0.4,1.2,2.4,8.5,noroeste
Payton Pritchard,PG,25,BOS,43,12.5,1.8,0.402,1.0,0.342,0.9,0.5,0.508,0.2,0.692,0.5,1.0,1.5,1.0,0.3,0.0,0.7,0.8,4.8,atlantico
Trevelin Queen,SG,25,IND,7,10.0,1.0,0.241,0.3,0.133,0.7,0.357,0.276,0.7,1.0,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0,central
Neemias Queta,C,23,SAC,4,6.3,1.5,0.75,0.0,0.3302053872053872,1.5,0.75,0.75,0.0,0.0,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0,pacifico
Immanuel Quickley,PG,23,NYK,62,27.8,4.5,0.442,1.8,0.358,2.7,0.521,0.529,2.1,0.822,0.7,3.4,4.0,3.1,0.8,0.2,1.1,2.0,12.9,atlantico
Julius Randle,PF,28,NYK,63,35.8,8.5,0.463,2.8,0.345,5.7,0.556,0.539,5.3,0.758,2.1,8.4,10.5,4.1,0.7,0.3,2.8,3.0,25.1,atlantico
Austin Reaves,SG,24,LAL,43,27.7,3.4,0.502,1.2,0.376,2.2,0.62,0.593,2.6,0.873,0.6,2.4,3.0,2.2,0.5,0.3,1.3,1.7,10.6,pacifico
Cam Reddish,SF,23,TOT,25,22.9,3.3,0.451,1.1,0.326,2.2,0.561,0.527,1.6,0.907,0.4,1.3,1.7,1.3,0.9,0.4,0.8,1.7,9.3,atlantico
Cam Reddish,SF,23,NYK,20,21.9,3.1,0.449,0.9,0.304,2.2,0.55,0.511,1.5,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,atlantico
Cam Reddish,SF,23,POR,5,27.0,4.4,0.458,2.2,0.367,2.2,0.611,0.573,2.0,1.0,0.6,1.8,2.4,2.6,1.6,0.2,1.2,2.2,13.0,noroeste
Davon Reed,SG,27,TOT,38,8.8,0.7,0.329,0.4,0.378,0.3,0.27,0.433,0.4,0.667,0.3,1.3,1.5,0.6,0.4,0.1,0.5,1.0,2.3,atlantico
Davon Reed,SG,27,DEN,35,9.0,0.7,0.313,0.5,0.364,0.3,0.25,0.413,0.4,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3,noroeste
Davon Reed,SG,27,LAL,3,6.0,0.7,1.0,0.3,1.0,0.3,1.0,1.25,0.3,0.25,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,pacifico
Paul Reed,C,23,PHI,47,9.5,1.3,0.573,0.0,0.0,1.3,0.594,0.573,0.4,0.75,1.2,1.9,3.1,0.3,0.6,0.6,0.6,1.8,3.1,atlantico
Naz Reid,C,23,MIN,55,18.1,4.3,0.529,1.0,0.329,3.2,0.658,0.594,1.1,0.667,1.1,3.7,4.9,1.1,0.6,0.9,1.3,2.5,10.6,noroeste
Jared Rhoden,SG,23,DET,1,12.0,1.0,0.333,0.0,0.0,1.0,0.5,0.333,0.0,0.7460646853146854,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,central
Nick Richards,C,25,CHO,48,17.4,3.0,0.607,0.0,0.3302053872053872,3.0,0.607,0.607,2.1,0.733,2.4,3.4,5.8,0.5,0.2,1.0,0.8,2.3,8.0,sudeste
Josh Richardson,SG,29,TOT,47,24.2,4.2,0.439,1.7,0.349,2.5,0.535,0.529,1.3,0.861,0.7,2.1,2.8,3.2,1.2,0.3,1.5,1.9,11.4,atlantico
Josh Richardson,SG,29,SAS,42,23.7,4.2,0.436,1.8,0.357,2.5,0.518,0.527,1.3,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,sudoeste
Josh Richardson,SG,29,NOP,5,28.4,3.8,0.475,1.2,0.273,2.6,0.722,0.55,1.8,0.75,0.2,2.2,2.4,2.8,3.2,0.6,1.2,3.8,10.6,sudoeste
Austin Rivers,SG,30,MIN,48,20.8,1.9,0.446,0.9,0.355,1.0,0.578,0.551,0.6,0.769,0.1,1.6,1.7,1.5,0.6,0.1,0.5,1.7,5.3,noroeste
Duncan Robinson,SF,28,MIA,31,17.7,2.2,0.356,1.6,0.32,0.6,0.514,0.487,0.6,0.909,0.3,1.6,1.9,1.2,0.4,0.0,0.7,2.0,6.5,sudeste
Mitchell Robinson,C,24,NYK,41,27.1,3.2,0.696,0.0,0.3302053872053872,3.2,0.696,0.696,1.0,0.482,4.2,4.9,9.2,0.9,0.9,1.8,0.5,2.9,7.5,atlantico
Orlando Robinson,C,22,MIA,29,13.7,1.6,0.535,0.0,0.0,1.6,0.568,0.535,0.7,0.724,1.5,2.6,4.1,0.7,0.4,0.4,0.5,1.8,3.9,sudeste
Jeremiah Robinson-Earl,PF,22,OKC,31,20.1,2.9,0.464,1.0,0.341,2.0,0.565,0.541,0.9,0.794,1.8,2.8,4.5,1.0,0.7,0.4,0.5,1.7,7.7,noroeste
Isaiah Roby,PF,24,SAS,42,11.3,1.6,0.432,0.4,0.3,1.2,0.516,0.49,0.5,0.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1,sudoeste
David Roddy,PF,21,MEM,48,17.4,2.4,0.421,0.8,0.292,1.6,0.551,0.495,0.6,0.625,0.6,2.0,2.6,0.6,0.5,0.3,0.9,1.5,6.3,sudoeste
Ryan Rollins,PG,20,GSW,12,5.2,0.6,0.35,0.3,0.333,0.3,0.364,0.425,0.5,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,pacifico
Derrick Rose,PG,34,NYK,27,12.5,2.3,0.384,0.7,0.302,1.6,0.438,0.443,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,atlantico
Terrence Ross,SG,31,TOT,45,22.4,3.2,0.433,1.5,0.373,1.7,0.503,0.534,0.4,0.727,0.2,1.9,2.2,1.3,0.6,0.2,0.8,1.4,8.1,atlantico
Terrence Ross,SG,31,ORL,42,22.5,3.1,0.431,1.5,0.381,1.6,0.489,0.533,0.4,0.75,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0,sudeste
Terrence Ross,SG,31,PHO,3,21.7,4.3,0.448,1.7,0.294,2.7,0.667,0.534,0.3,0.5,0.3,3.7,4.0,2.0,0.3,0.0,0.0,2.7,10.7,pacifico
Terry Rozier,SG,28,CHO,52,35.6,7.9,0.414,2.7,0.329,5.2,0.478,0.484,2.9,0.827,0.9,3.3,4.2,4.8,1.1,0.3,2.1,1.9,21.4,sudeste
Ricky Rubio,PG,32,CLE,16,16.7,1.7,0.307,0.8,0.265,0.9,0.359,0.381,0.9,0.75,0.3,2.1,2.3,3.5,1.1,0.1,0.8,1.6,5.1,central
