state,player,yrs
Ohio,Steve Malovic,1
Ohio,Kevin Martin,12
Ohio,Scott May,7
Ohio,C.J. McCollum,4
Ohio,John McCullough,1
Ohio,Keith McLeod,4
Ohio,Todd Mitchell,1
Ohio,Steve Mix,13
Ohio,Byron Mullens,5
Ohio,Larry Nance Jr.,2
Ohio,Martin Nessley,1
Ohio,Melvin Newbern,1
Ohio,Charles Oakley,19
Ohio,Alan Ogg,3
Ohio,Louis Orr,8
Ohio,Chris Owens,1
Ohio,Ruben Patterson,10
Ohio,Jim Paxson,11
Ohio,John Paxson,11
Ohio,Adreian Payne,3
Ohio,Eric Piatkowski,14
Ohio,James Posey,12
Ohio,Kelvin Ransey,6
Ohio,Ed Ratleff,5
Ohio,Michael Redd,12
Ohio,Eric Riley,5
Ohio,Brian Roberts,5
Ohio,Alvin Robertson,10
Ohio,Dave Robisch,13
Ohio,Scott Roth,3
Ohio,Terry Rozier,2
Ohio,JaKarr Sampson,2
Ohio,Frankie Sanders,2
Ohio,Fred Saunders,4
Ohio,Brad Sellers,6
Ohio,Casey Shaw,1
Ohio,Clinton Smith,2
Ohio,Jim Smith,2
Ohio,Eric Snow,13
Ohio,Dick Snyder,13
Ohio,Jared Sullinger,4
Ohio,Larry Sykes,1
Ohio,Carl Thomas,3
Ohio,Charles Thomas,1
Ohio,LaSalle Thompson,15
Ohio,Gary Trent,9
Ohio,Norm Van Lier,10
Ohio,Granville Waiters,5
Ohio,Samaki Walker,10
Ohio,Herb Williams,18
Ohio,Jawad Williams,3
Ohio,Chris Wright,2
Ohio,Rich Yonakor,1
Oklahoma,Ron Boone,13
Oklahoma,Anthony Bowie,8
Oklahoma,Antoine Carr,16
Oklahoma,Leroy Combs,1
Oklahoma,Richard Dumas,3
Oklahoma,J.R. Giddens,2
Oklahoma,Blake Griffin,7
Oklahoma,Taylor Griffin,1
Oklahoma,Carl Henry,1
Oklahoma,Ryan Humphrey,3
Oklahoma,Darnell Jackson,3
Oklahoma,Stacey King,8
Oklahoma,Lee Mayberry,7
Oklahoma,Clint McDaniel,1
Oklahoma,Tracy Moore,5
Oklahoma,Daniel Orton,3
Oklahoma,Brent Price,9
Oklahoma,Mark Price,12
Oklahoma,Josh Richardson,2
Oklahoma,Ryan Robertson,1
Oklahoma,Shea Seals,1
Oklahoma,John Starks,13
Oklahoma,Wayman Tisdale,12
Oklahoma,Ekpe Udoh,5
Oklahoma,David Vaughn,4
Oklahoma,Jake Voskuhl,9
Oklahoma,Shelden Williams,6
Oregon,Danny Ainge,14
Oregon,Terrell Brandon,11
Oregon,Ronnie Brewer,8
Oregon,Will Conroy,3
Oregon,Josh Davis,4
Oregon,Dan Dickau,6
Oregon,Thomas Gardner,2
Oregon,Jerami Grant,3
Oregon,A.C. Green,16
Oregon,Luke Jackson,4
Oregon,Terrence Jones,5
Oregon,Aaron Miles,1
Oregon,Mike Newlin,11
Oregon,Terrence Ross,5
Oregon,Domantas Sabonis,1
Oregon,Kyle Singler,5
Oregon,Charlie Sitton,1
Oregon,Damon Stoudamire,13
Oregon,Salim Stoudamire,3
Oregon,Ime Udoka,7
Oregon,Richard Washington,6
Oregon,Kyle Wiltjer,1
Pennsylvania,Jerome Allen,2
Pennsylvania,Lavoy Allen,6
Pennsylvania,Michael Anderson,1
Pennsylvania,Jimmie Baker,1
Pennsylvania,Gene Banks,6
Pennsylvania,Mike Bantom,9
Pennsylvania,Johnny Baum,5
Pennsylvania,Mel Bennett,5
Pennsylvania,Del Beshore,2
Pennsylvania,Nate Blackwell,1
Pennsylvania,DeJuan Blair,7
Pennsylvania,Sam Bowie,10
Pennsylvania,Jim Brogan,2
Pennsylvania,Michael Brooks,6
Pennsylvania,Myron Brown,1
Pennsylvania,Joe Bryant,8
Pennsylvania,Kobe Bryant,20
Pennsylvania,Rasual Butler,13
Pennsylvania,Larry Cannon,4
Pennsylvania,Matt Carroll,10
Pennsylvania,Ron Carter,2
Pennsylvania,Dionte Christmas,1
Pennsylvania,Mardy Collins,4
Pennsylvania,Sean Colson,1
Pennsylvania,Dallas Comegys,2
Pennsylvania,Chubby Cox,1
Pennsylvania,Pat Cummings,12
Pennsylvania,Brandon Davies,2
Pennsylvania,Brad Davis,15
Pennsylvania,Emanual Davis,6
Pennsylvania,Mickey Davis,6
Pennsylvania,Charles Dudley,6
Pennsylvania,Wayne Ellington,8
Pennsylvania,Tyreke Evans,8
Pennsylvania,Dave Feitl,5
Pennsylvania,Danny Fortson,10
Pennsylvania,Mike Gale,11
Pennsylvania,Gus Gerard,7
Pennsylvania,Armen Gilliam,13
Pennsylvania,Steve Goodrich,2
Pennsylvania,Paul Graham,3
Pennsylvania,Paul Grant,2
Pennsylvania,Lynn Greer,1
Pennsylvania,Eddie Griffin,5
Pennsylvania,Richard Hamilton,14
Pennsylvania,Simmie Hill,4
Pennsylvania,Darrun Hilliard,2
Pennsylvania,Essie Hollis,1
Pennsylvania,Rondae Hollis-Jefferson,2
Pennsylvania,Tom Ingelsby,3
Pennsylvania,Mike Iuzzolino,2
Pennsylvania,Marc Jackson,7
Pennsylvania,Ollie Johnson,10
Pennsylvania,Stew Johnson,9
Pennsylvania,Askia Jones,1
Pennsylvania,Derrick Jones,1
Pennsylvania,Wali Jones,11
Pennsylvania,George Karl,5
Pennsylvania,D.J. Kennedy,1
Pennsylvania,Lari Ketner,2
Pennsylvania,Michael Kidd-Gilchrist,5
Pennsylvania,Bo Kimble,3
Pennsylvania,Billy Knight,11
Pennsylvania,Rob Kurz,1
Pennsylvania,Jim Lampley,1
Pennsylvania,Rich Laurel,1
Pennsylvania,Jason Lawson,1
Pennsylvania,Jeff Lebo,1
Pennsylvania,Ralph Lewis,3
Pennsylvania,Lewis Lloyd,7
Pennsylvania,Kyle Lowry,11
Pennsylvania,Maurice Lucas,14
Pennsylvania,Pete Maravich*,10
Pennsylvania,Donyell Marshall,15
Pennsylvania,Andre McCarter,3
Pennsylvania,T.J. McConnell,2
Pennsylvania,Patrick McFarland,3
Pennsylvania,Aaron McKie,13
Pennsylvania,Bill Melchionni,9
Pennsylvania,Larry Miller,7
Pennsylvania,Cuttino Mobley,11
Pennsylvania,Earl Monroe*,13
Pennsylvania,Johnny Moore,9
Pennsylvania,Marcus Morris,6
Pennsylvania,Markieff Morris,6
Pennsylvania,Ronald Murray,8
Pennsylvania,Jameer Nelson,13
Pennsylvania,John Olive,2
Pennsylvania,Doug Overton,11
Pennsylvania,Billy Owens,10
Pennsylvania,Andy Panko,1
Pennsylvania,Barry Parkhill,3
Pennsylvania,Lamar Patterson,1
Pennsylvania,Tom Piotrowski,1
Pennsylvania,Dave Popson,3
Pennsylvania,Jeremy Richardson,3
Pennsylvania,Pooh Richardson,10
Pennsylvania,Wilbert Robinson,1
Pennsylvania,Malik Rose,13
Pennsylvania,Ron Rowan,1
Pennsylvania,John Salmons,13
Pennsylvania,Mustafa Shakur,2
Pennsylvania,Lionel Simmons,7
Pennsylvania,Sean Singletary,1
Pennsylvania,Steven Smith,1
Pennsylvania,Willard Sojourner,4
Pennsylvania,Larry Stewart,5
Pennsylvania,Bob Sura,10
Pennsylvania,Dave Twardzik,8
Pennsylvania,Dion Waiters,5
Pennsylvania,Phil Walker,1
Pennsylvania,Wally Walker,8
Pennsylvania,Rasheed Wallace,16
Pennsylvania,Matt Walsh,1
Pennsylvania,Hakim Warrick,8
Pennsylvania,Maalik Wayns,2
Pennsylvania,Brant Weidner,1
Pennsylvania,Doug West,12
Pennsylvania,Rodney White,4
Pennsylvania,Alvin Williams,9
Pennsylvania,Earl Williams,4
Pennsylvania,Hank Williams,1
Pennsylvania,Randy Woods,4
Pennsylvania,Dennis Wuycik,3
Rhode Island,Marvin Barnes,6
Rhode Island,Ernie DiGregorio,5
Rhode Island,Tom Garrick,4
Rhode Island,Joe Hassett,6
Rhode Island,Ricky Ledo,2
South Carolina,Willie Anderson,9
South Carolina,Trevor Booker,7
South Carolina,Winford Boynes,3
South Carolina,Kevin Brooks,3
South Carolina,Kwame Brown,12
South Carolina,Pete Chilcutt,9
South Carolina,Tyrone Corbin,16
South Carolina,Michael Dickerson,5
South Carolina,Alex English*,15
South Carolina,Raymond Felton,12
South Carolina,Kevin Garnett,21
South Carolina,Mike Gibson,2
South Carolina,Tom Henderson,9
South Carolina,Harold Jamison,2
South Carolina,Anthony Johnson,13
South Carolina,Xavier McDaniel,12
South Carolina,Khris Middleton,4
South Carolina,Lowes Moore,3
South Carolina,Mikki Moore,13
South Carolina,Larry Nance,13
South Carolina,Jermaine O'Neal,18
South Carolina,Josh Powell,7
South Carolina,Laron Profit,4
South Carolina,Clifford Ray,10
South Carolina,Stanley Roberts,8
South Carolina,Ramon Sessions,10
South Carolina,John Shumate,5
South Carolina,Jayson Williams,9
South Carolina,Travis Williams,2
South Carolina,Leon Wood,6
South Dakota,Mike Miller,17
South Dakota,Jared Reiner,2
South Dakota,Jon Sundvold,9
Tennessee,Vincent Askew,9
Tennessee,Corey Beck,3
Tennessee,William Bedford,6
Tennessee,Tarik Black,3
Tennessee,Corey Brewer,10
Tennessee,Antonio Burks,2
Tennessee,Derrick Byars,1
Tennessee,Rodney Carney,5
Tennessee,Carlos Clark,2
Tennessee,Ian Clark,4
Tennessee,Coty Clarke,1
Tennessee,Lester Conner,12
Tennessee,Charles Davis,8
Tennessee,Tony Delk,10
Tennessee,Larry Finch,2
Tennessee,Chris Garner,2
Tennessee,Calvin Garrett,4
Tennessee,Sylvester Gray,1
Tennessee,Marcus Haislip,4
Tennessee,Steve Hamer,1
Tennessee,Anfernee Hardaway,14
Tennessee,David Harrison,4
Tennessee,Trenton Hassell,9
Tennessee,Kirk Haston,2
Tennessee,Cedric Henderson,5
Tennessee,Keith Herron,3
Tennessee,Otis Howard,1
Tennessee,Lester Hudson,4
Tennessee,Abdul Jeelani,2
Tennessee,John Jenkins,5
Tennessee,Dontae' Jones,1
Tennessee,Popeye Jones,11
Tennessee,Rich Jones,8
Tennessee,Ryan Lorthridge,1
Tennessee,Malcolm Mackey,1
Tennessee,Ted McClain,8
Tennessee,Hank McDowell,6
Tennessee,Darnell Mee,2
Tennessee,Ron Mercer,8
Tennessee,Johnny Neumann,7
Tennessee,Cameron Payne,1
Tennessee,Elliot Perry,10
Tennessee,J.J. Redick,11
Tennessee,Anthony Roberts,5
Tennessee,Ronnie Robinson,2
Tennessee,Doug Roth,1
Tennessee,Campy Russell,9
Tennessee,Alvin Scott,8
Tennessee,McKinley Singleton,1
Tennessee,Bingo Smith,11
Tennessee,Ryan Stack,2
Tennessee,Jarnell Stokes,3
Tennessee,Johnny Taylor,3
Tennessee,Adonis Thomas,1
Tennessee,Paul Thompson,3
Tennessee,Andre Turner,6
Tennessee,Elston Turner,8
Tennessee,David Vaughn,2
Tennessee,Willie White,2
Tennessee,James Wilkes,3
Tennessee,Elliot Williams,4
Tennessee,Lou Williams,12
Tennessee,Shawne Williams,7
Tennessee,Michael Wilson,3
Tennessee,Qyntel Woods,4
Tennessee,Brandan Wright,8
Tennessee,Lorenzen Wright,13
Tennessee,Vincent Yarbrough,1
Tennessee,Stephen Zimmerman,1
Texas,Quincy Acy,5
Texas,LaMarcus Aldridge,11
Texas,Greg Anderson,10
Texas,Darrell Arthur,8
Texas,Chris Babb,1
Texas,Tom Barker,2
Texas,Maceo Baston,4
Texas,Tony Battie,14
Texas,John Beasley,7
Texas,Zelmo Beaty*,12
Texas,Mario Bennett,4
Texas,Lance Blanks,3
Texas,Mookie Blaylock,13
Texas,Chris Bosh,13
Texas,David Burns,1
Texas,Jimmy Butler,6
Texas,Adrian Caldwell,6
Texas,Joe Caldwell,11
Texas,Mack Calvin,11
Texas,Jimmy Carruth,1
Texas,Ron Cavenall,2
Texas,John Celestand,1
Texas,Joe Cooper,3
Texas,Eric Dawson,1
Texas,Michael Doleac,10
Texas,Mike Dunleavy,15
Texas,Pat Durham,2
Texas,Craig Ehlo,14
Texas,Andre Emmett,2
Texas,Earl Evans,1
Texas,Alton Ford,3
Texas,T.J. Ford,8
Texas,Courtney Fortson,1
Texas,Jeff Foster,13
Texas,Tim Frazier,3
Texas,Daniel Gibson,7
Texas,Trey Gilder,1
Texas,Ricky Grace,1
Texas,Gerald Green,10
Texas,Mike Harris,4
Texas,Terrel Harris,2
Texas,Aaron Harrison,2
Texas,Andrew Harrison,1
Texas,Skeeter Henry,1
Texas,Grant Hill,18
Texas,Danuel House,1
Texas,Stephen Howard,4
Texas,Josh Huestis,1
Texas,Cedric Hunter,1
Texas,Stephen Jackson,14
Texas,Charles Johnson,7
Texas,George Johnson,4
Texas,Ivan Johnson,2
Texas,Larry Johnson,10
Texas,Steffond Johnson,1
Texas,Wesley Johnson,7
Texas,Damon Jones,11
Texas,Dwight Jones,10
Texas,DeAndre Jordan,9
Texas,Greg Kite,12
Texas,Keith Langford,1
Texas,Acie Law,4
Texas,Alton Lister,16
Texas,Cartier Martin,7
Texas,Desmond Mason,10
Texas,Wesley Matthews,8
Texas,Sheldon McClellan,1
Texas,Michael McDonald,1
Texas,Ivan McFarlin,1
Texas,Mike McGee,9
Texas,Larry Micheaux,2
Texas,Jordan Mickey,2
Texas,C.J. Miles,12
Texas,Oliver Miller,9
Texas,Eric Moreland,2
Texas,Randolph Morris,4
Texas,Toure' Murry,2
Texas,Emeka Okafor,9
Texas,Kevin Ollie,13
Texas,Greg Ostertag,11
Texas,Bo Outlaw,15
Texas,Kendrick Perkins,13
Texas,Ricky Pierce,16
Texas,Dexter Pittman,4
Texas,Phil Pressey,3
Texas,Ronnie Price,11
Texas,Julius Randle,3
Texas,Micheal Ray Richardson,8
Texas,Lawrence Roberts,2
Texas,Quinton Ross,7
Texas,Daniel Santiago,4
Texas,Jason Sasser,2
Texas,Jeryl Sasser,2
Texas,DeWayne Scales,3
Texas,Xavier Silas,1
Texas,Jonathon Simmons,2
Texas,Brian Skinner,14
Texas,Reggie Slater,8
Texas,Marcus Smart,3
Texas,Charles Smith,5
Texas,LaBradford Smith,3
Texas,Stevin Smith,1
Texas,D.J. Stephens,1
Texas,Terry Teagle,11
Texas,Ira Terrell,2
Texas,Kurt Thomas,18
Texas,Brooks Thompson,4
Texas,Darren Tillis,2
Texas,Myles Turner,2
Texas,B.J. Tyler,1
Texas,Ben Uzoh,2
Texas,Taurean Waller-Prince,1
Texas,Willie Warren,1
Texas,Spud Webb,12
Texas,David Wesley,14
Texas,Art Williams,8
Texas,Micheal Williams,10
Texas,Rob Williams,2
Texas,Sean Williams,4
Texas,Justise Winslow,2
Texas,Rickie Winslow,1
Texas,Bracey Wright,2
Texas,Joe Young,2
Texas,Michael Young,3
Utah,Lance Allred,1
Utah,Devin Brown,8
Utah,Tom Chambers,16
Utah,Devin Durrant,2
Utah,Josh Grant,1
Utah,Travis Hansen,1
Utah,Britton Johnsen,2
Utah,Jeff Judkins,5
Utah,Travis Knight,7
Utah,Pace Mannion,6
Utah,Scot Pollard,11
Utah,Fred Roberts,13
Utah,Byron Scott,14
Utah,Danny Vranes,7
Utah,C.J. Wilcox,3
Virginia,Cory Alexander,7
Virginia,Justin Anderson,2
Virginia,Jerrelle Benimon,1
Virginia,Keith Bogans,11
Virginia,Cal Bowdler,3
Virginia,Dennis Boyd,1
Virginia,Allan Bristow,10
Virginia,Bimbo Coles,14
Virginia,Dell Curry,16
Virginia,Bob Dandridge,13
Virginia,Troy Daniels,4
Virginia,Mark Davis,1
Virginia,Terry Davis,10
Virginia,Andre Dawkins,1
Virginia,Roy Ebron,1
Virginia,Ray Epps,1
Virginia,Dorian Finney-Smith,1
Virginia,William Franklin,3
Virginia,Justin Harper,2
Virginia,Gerald Henderson,13
Virginia,Allen Iverson*,14
Virginia,Michael Jackson,3
Virginia,Keith Jennings,3
Virginia,Jerome Kersey,17
Virginia,John Kuester,3
Virginia,Jeremy Lamb,5
Virginia,Meyers Leonard,5
Virginia,George Lynch,12
Virginia,Vernon Macklin,1
Virginia,Moses Malone*,21
Virginia,Kendall Marshall,4
Virginia,Tony Massenburg,13
Virginia,James Michael McAdoo,3
Virginia,Guy Morgan,1
Virginia,Isaiah Morris,1
Virginia,Alonzo Mourning*,15
Virginia,Johnny Newman,16
Virginia,Jim O'Brien,2
Virginia,David Pope,2
Virginia,Paul Pressey,11
Virginia,J.R. Reid,11
Virginia,Ralph Sampson*,9
Virginia,Mike Scott,5
Virginia,Ed Sherod,1
Virginia,Joe Smith,16
Virginia,Rory Sparrow,12
Virginia,Bryant Stith,10
Virginia,Julyan Stone,3
Virginia,Lamont Strothers,2
Virginia,Skeeter Swift,5
Virginia,Linton Townes,3
Virginia,Ronnie Valentine,1
Virginia,Jarvis Varnado,2
Virginia,Jamie Waller,1
Virginia,Wilson Washington,2
Virginia,Briante Weber,1
Virginia,Mark West,17
Virginia,Monty Williams,9
Virginia,Reggie Williams,7
Virginia,Troy Williams,1
Virginia,Othell Wilson,2
Virginia,Ricky Wilson,1
Washingon,Byron Beck,10
Washingon,Avery Bradley,7
Washingon,Jon Brockman,3
Washingon,Aaron Brooks,9
Washingon,Kevin Burleson,1
Washingon,Mike Champion,1
Washingon,Doug Christie,15
Washingon,John Coker,3
Washingon,Jamal Crawford,17
Washingon,James Edwards,19
Washingon,Richie Frahm,4
Washingon,Bernie Fryer,2
Washingon,Joe Harris,3
Washingon,Spencer Hawes,10
Washingon,Steve Hawes,10
Washingon,Mark Hendrickson,4
Washingon,Mike Holton,6
Washingon,George Irvine,6
Washingon,Cory Jefferson,2
Washingon,Zach LaVine,3
Washingon,Rich Manning,2
Washingon,Paul Mokeski,12
Washingon,Darren Morningstar,1
Washingon,Dejounte Murray,1
Washingon,Brian Quinnett,3
Washingon,Mark Radford,2
Washingon,Blair Rasmussen,8
Washingon,Clint Richardson,8
Washingon,Nate Robinson,11
Washingon,Brandon Roy,6
Washingon,Dale Schlueter,10
Washingon,Peyton Siva,1
Washingon,David Stockton,1
Washingon,John Stockton*,19
Washingon,John Stroeder,2
Washingon,Rodney Stuckey,10
Washingon,Jason Terry,18
Washingon,Isaiah Thomas,6
Washingon,Bryan Warrick,4
Washingon,Martell Webster,10
Washingon,Marcus Williams,2
Washingon,Marvin Williams,12
Washingon,Milt Williams,4
Washingon,Terrence Williams,4
Washingon,David Wood,7
Washingon,Tony Wroten,4
Washingon,Phil Zevenbergen,1
West Virginia,Mike D'Antoni,4
West Virginia,Gary Gregor,6
West Virginia,Dave Jamerson,3
West Virginia,Dwayne Jones,5
West Virginia,Earl Jones,2
West Virginia,Freddie Lewis,11
West Virginia,O.J. Mayo,8
West Virginia,Kevin Salvadori,2
West Virginia,Tamar Slay,3
West Virginia,Henry Walker,5
West Virginia,Deron Williams,12
West Virginia,Jason Williams,12
Wisconsin,Tony Bennett,3
Wisconsin,Vander Blue,2
Wisconsin,Fred Brown,13
Wisconsin,Rodney Buford,5
Wisconsin,Caron Butler,14
Wisconsin,Dwight Buycks,2
Wisconsin,Anthony Carter,13
Wisconsin,Jim Chones,10
Wisconsin,Sam Dekker,2
Wisconsin,Travis Diener,5
Wisconsin,Patrick Eddie,1
Wisconsin,Henry Ellenson,1
Wisconsin,Reece Gaines,3
Wisconsin,Diante Garrett,2
Wisconsin,Steve Green,4
Wisconsin,Jay Guidinger,2
Wisconsin,Devin Harris,13
Wisconsin,Mark Jones,1
Wisconsin,Wayne Kreklow,1
Wisconsin,Carl Landry,9
Wisconsin,Marcus Landry,1
Wisconsin,Steve Lingenfelter,2
Wisconsin,Kevon Looney,2
Wisconsin,Ray McCallum,3
Wisconsin,Jim McIlvaine,7
Wisconsin,John Mengelt,10
Wisconsin,Chris Mihm,8
Wisconsin,Dick Miller,1
Wisconsin,Tony Mitchell,1
Wisconsin,Kurt Nimphius,8
Wisconsin,Terry Porter,17
Wisconsin,Alex Scales,1
Wisconsin,Jerry Smith,1
Wisconsin,Tony Smith,9
Wisconsin,Latrell Sprewell,13
Wisconsin,Greg Stiemsma,4
Wisconsin,Diamond Stone,1
Wisconsin,Nick Van Exel,13
Wisconsin,Logan Vander Velden,1
Wisconsin,Kyle Weaver,3
Wisconsin,Mike Wilks,7
Wisconsin,Joe Wolf,11
Wyoming,James Johnson,8
Connecticut,Michael Adams,11
Connecticut,Chuck Aleksinas,1
Connecticut,Courtney Alexander,3
Connecticut,John Bagley,11
Connecticut,Scott Burrell,8
Connecticut,Marcus Camby,17
Connecticut,Keith Closs,3
Connecticut,Chris Dudley,16
Connecticut,Kris Dunn,1
Connecticut,John Garris,1
Connecticut,Michael Gbinije,1
Connecticut,Mike Gminski,14
Connecticut,Ryan Gomes,8
Connecticut,Jim Johnstone,1
Connecticut,Bruce Kuczenski,1
Connecticut,Rick Mahorn,18
Connecticut,Tharon Mayes,1
Connecticut,Calvin Murphy*,13
Connecticut,Jay Murphy,4
Connecticut,Bob Nash,5
Connecticut,John Pinone,1
Connecticut,Charles Smith,9
Connecticut,Chris Smith,3
Connecticut,Will Solomon,2
Connecticut,Greg Stokes,2
Connecticut,Corny Thompson,1
Connecticut,Tyson Wheeler,1
Connecticut,Jordan Williams,1
Connecticut,Sly Williams,7
Connecticut,John Williamson,8
